Key,Participant_ID,Start_ms,End_ms,eeg_mean_delta,eeg_mean_theta,eeg_mean_alpha,eeg_mean_beta,eeg_mean_gamma,eeg_std_theta,eeg_std_alpha,eeg_std_beta,eeg_beta_alpha_ratio,eeg_theta_beta_ratio
1Item9,1,1680003385000.0,1680003394000.0,0.8851127676512773,0.727108200158635,0.8418198175224451,0.3372641944498175,-0.179759252535781,0.1963681047641353,0.1094411037574845,0.0479101884143956,0.4047225810846405,2.1559009587269524
1Item10,1,1680003394000.0,1680003416000.0,0.932956959111663,0.6207930444212426,0.754411270938244,0.3728446208047322,-0.0843839892304129,0.1758843758426606,0.1083681340000256,0.0599767279849644,0.4942193140102929,1.6650181061519649
2spl1,1,1680003479000.0,1680003485000.0,0.3543799186602893,0.1447104293559909,0.37666129573375706,0.2634349801814956,-0.2170876982897015,0.0689554046740067,0.045469478333351,0.0300967364948749,0.7054158662972027,0.5462969687023232
2spl2,1,1680003487000.0,1680003494000.0,0.8656113613237693,0.4105104308474454,0.5534931668829075,0.33507175797817,-0.1467462653614375,0.2422255399663091,0.2269550719787067,0.15234991692391972,0.6053765033183419,1.2251418422264948
2Item1,1,1680003495000.0,1680003500000.0,0.9103153460609876,0.6526584323114781,0.7618694375967954,0.4390930908697351,-0.1437621226723348,0.0834809297637156,0.1170343730593536,0.0434983511923116,0.5763364025400329,1.4863782780519792
2Item2,1,1680003501000.0,1680003504000.0,1.121816247957251,0.8307515514193905,0.9012157274458876,0.3705013179669101,-0.1060981621996753,0.0389918818192364,0.0684410909655233,0.0492804123998335,0.4111127965076003,2.237911765926251
2Item3,1,1680003505000.0,1680003511000.0,1.0669181963117451,0.741686921147091,0.8537629007066411,0.4965128469971511,-0.0505029272403951,0.0941969421517389,0.0677850765777636,0.0503480582424565,0.5949010082800401,1.460288404410089
2Item4,1,1680003512000.0,1680003523000.0,1.2179377169920884,0.7556106939553572,0.8433814707991072,0.4786952733719047,-0.0546817176929389,0.0851436683029088,0.072143277789626,0.0704957767077922,0.567590455738065,1.578479538001022
2Item5,1,1680003524000.0,1680003531000.0,0.9375668634451078,0.6931976314840917,0.8221939843890449,0.4101316909407537,-0.0919210203842228,0.2143569265946296,0.086620260565211,0.0569255245234615,0.4988259446406847,1.6901830480206144
2Item6,1,1680003532000.0,1680003545000.0,0.9712147857961064,0.669297411713798,0.7948616451488156,0.3933433230426033,-0.1128546053050151,0.1838557079718746,0.119808781811733,0.0736083540723958,0.4948575962159562,1.7015603736110854
2Item7,1,1680003546000.0,1680003581000.0,1.0051120973585268,0.688576325335841,0.6765684041542143,0.4169507319593395,-0.0576561472421608,0.1847987044965112,0.1391934948754805,0.093449127870564,0.6162728401137417,1.6514572887306744
2Item8,1,1680003582000.0,1680003590000.0,0.9003715578197794,0.6269049550599101,0.8664514126204536,0.3878605646642317,-0.1639754796566203,0.091958178154278,0.0678260868635535,0.058807966855394,0.4476426017832957,1.6163152745436171
2Item9,1,1680003591000.0,1680003610000.0,0.8335935596006986,0.6149298760884078,0.7296858936625842,0.4097956867480421,-0.0726829155466146,0.1225721021794395,0.1272177431290207,0.0540622308024875,0.5616056035989874,1.5005767409809023
2Item10,1,1680003611000.0,1680003626000.0,0.8413958405945902,0.5810548728374536,0.795970049431776,0.4592101483358251,0.0083786035933879,0.1786998447296423,0.1135930742555277,0.1205198494651312,0.5769188786231897,1.265335435079545
3spl1,1,1680003673000.0,1680003677000.0,0.4719882954075205,0.286913996117752,0.5537969885205943,0.2672454300495901,-0.1713844282295082,0.0621369001114439,0.0319699110147341,0.0478189702542505,0.4825693089511121,1.073597389727159
3spl2,1,1680003677000.0,1680003680000.0,0.5273955160207384,0.4069632893500271,0.5237339369529072,0.2359187848014564,-0.2001877385179153,0.0570461286619137,0.0355307027509247,0.0356375153193079,0.4168652206027836,1.8640126508273724
3Item15,1,1680003680000.0,1680003688000.0,0.826017988035824,0.548458074558815,0.6473451228030238,0.3075150316024969,-0.1762580418937064,0.2692640090706409,0.226409689708402,0.1494829975430116,0.4750403158533853,1.7835163104084233
3Item2,1,1680003688000.0,1680003691000.0,1.0713175675713509,0.7234799838017975,0.8679766206247277,0.4239930467840414,-0.1053901585177015,0.0884869537274944,0.0965782889530815,0.035819278901891,0.4884844092676962,1.706348699086799
3Item5,1,1680003691000.0,1680003694000.0,1.0643148121700436,0.7216210875523001,0.8321696063467963,0.3681303693315717,-0.1248699993880065,0.1502494394103292,0.10997622391389,0.037016942315945,0.4423742065606731,1.9602324276113785
3Item12,1,1680003694000.0,1680003702000.0,1.151891520767813,0.781251389371724,0.8702137821144551,0.4070700975654381,-0.1706766901633702,0.0818863256062433,0.1058710882011493,0.0458400185930153,0.4677817174721534,1.919206038577016
3Item6,1,1680003702000.0,1680003706000.0,1.1043072507739558,0.8028725893069205,0.9230928656470104,0.4470795429722153,-0.1058935175495495,0.1176979244389072,0.0929957685371174,0.0446850929682696,0.4843278066707299,1.7958159838165904
3Item8,1,1680003706000.0,1680003718000.0,0.9859249106831196,0.6367924122014589,0.834283374843196,0.4195927546229841,-0.062468244510424,0.1692740007170719,0.0982224535481389,0.0561395828989811,0.5029379312536904,1.5176439659298568
3Item7,1,1680003718000.0,1680003724000.0,0.6864927809253691,0.5458473242420175,0.8232348808977582,0.3881662489533898,-0.1215140814073264,0.0991186911039933,0.0977336667560065,0.0708694126224587,0.4715133650922138,1.4062204679406882
3Item9,1,1680003724000.0,1680003746000.0,1.0755009475249182,0.7355234592994269,0.8259424471364225,0.4219490920610961,-0.057053433275815,0.1869984300473584,0.1370411136207615,0.0619772573562357,0.5108698475590054,1.743156871618358
3Item17,1,1680003746000.0,1680003757000.0,1.082481358594494,0.7797595495542411,0.9321701930417643,0.4211353355006696,-0.1130796847450148,0.1301902285920176,0.1184724483095759,0.0431319705663118,0.4510667523965725,1.851565242387506
3Item19,1,1680003757000.0,1680003770000.0,1.0952946195510231,0.7440356308265976,0.8604057020996464,0.4545220046546414,-0.048544075681602,0.0899932247946095,0.0975906938966538,0.0604887330637157,0.528264751785666,1.636962838338128
3Item11,1,1680003770000.0,1680003781000.0,1.1081805813432946,0.5969362168203242,0.8350196592076272,0.3880733267611909,-0.080855317706735,0.1184131621543751,0.0852727007839891,0.0509377849954446,0.4647475331652002,1.53820470425596
3Item4,1,1680003781000.0,1680003791000.0,0.7041274815879373,0.605907929824575,0.8249965192280158,0.3820031035384357,-0.0929666577995644,0.1116174108831346,0.1053789584841122,0.0826091761885753,0.4630360184984686,1.5861335266968866
3Item13,1,1680003791000.0,1680003799000.0,0.9291137820800124,0.6579694260749794,0.7319235758756163,0.388346979390304,-0.0232636272345932,0.1888327206897834,0.1642507075805012,0.062796486150023,0.5305840557543402,1.694282332536683
3Item10,1,1680003795880.0,1680003799610.0,1.0971539035947713,0.7704538162990195,0.9298665039624182,0.4255351164084968,0.02076665456666632,0.024311690811205384,0.026711812205081495,0.0169564274615034,0.457630331445615,1.810552846499781
1spl1,2,1676984657490.1052,1676984666291.5293,0.7694435346873251,0.4600667747323391,0.6098011034049222,0.3715879769218325,0.1258885961929241,0.1122260400080862,0.1032933355016136,0.0413328483140817,0.5783293687058833,1.3264761222793593
1spl2,2,1676984664889.7507,1676984669443.6345,0.6156833288632501,0.3404407800126786,0.5261531684068751,0.3145346787374999,0.0551842998066964,0.1741209178557573,0.1081586140444624,0.0538425056753736,0.5978005980461374,1.0823632592093255
1Item1,2,1676984669462.2722,1676984676481.2295,0.4443991059367681,0.3078413936538864,0.5117155616543325,0.350932893848829,0.0639337158338992,0.0999804927096644,0.06578224684601419,0.02787042663063978,0.6857967983508125,0.8772087172497856
1Item2,2,1676984676498.954,1676984689318.5645,0.4786228027640365,0.2572227121139387,0.4869638643792742,0.3927940564597272,0.1188398902901814,0.1617303539953299,0.1282857217088568,0.0613664390242256,0.806618488951775,0.6548538805100569
1Item3,2,1676984689336.1667,1676984707070.324,0.3108281940394418,0.1573134193120745,0.3596649524439383,0.3238610378601598,0.0912180362033404,0.1585458096342887,0.1525375854888664,0.0602342908626234,0.9004520336482902,0.4857435780218828
1Item4,2,1676984707087.0603,1676984735440.7927,0.3651944853129509,0.2166563251466191,0.4243871480717202,0.329455562817815,0.0893060729795547,0.1900465076201453,0.1658626801219669,0.0556889102984672,0.7763090006725133,0.6576192652313096
1Item5,2,1676984735457.4868,1676984771942.877,0.4061006745158469,0.2202652519224411,0.4311810390577733,0.3595027307774369,0.1251243811757919,0.2081004389667862,0.1366186049446737,0.0626905728923304,0.8337628471860231,0.6126942386393284
1Item6,2,1676984771959.428,1676984799482.4983,0.5034610234084207,0.2789391498751099,0.5093579159054012,0.3716621599923026,0.120373702742423,0.1624178094946003,0.1388006589666921,0.0608117397538062,0.7296679768521126,0.7505180238980663
1Item7,2,1676984799499.7764,1676984812163.1746,0.2883800184347654,0.1330485306498574,0.3356297818504601,0.3965825479237299,0.1247379565339295,0.2824959146745647,0.23139699746959996,0.0634330758608865,1.15396522701571,0.3354876086868177
1Item8,2,1676984812184.3894,1676984838890.6438,0.5664423822204497,0.3207081721568254,0.5125668651740731,0.40341016632530874,0.1647620061330591,0.134907912970356,0.0983274524492552,0.0532819145198314,0.7933075484348289,0.7887110257493507
1Item9,2,1676984838906.125,1676984871741.6304,0.3590281220332895,0.1667951036631274,0.3791486241531059,0.390919086483423,0.1717888554586499,0.1328519068981205,0.1356354965286189,0.0710279693609797,1.0310444548140152,0.4266742388138687
1Item10,2,1676984871757.6467,1676984878233.8572,0.2904259246944612,0.0528778999378147,0.342452185503974,0.3750625899694613,0.18239042825052312,0.1905799352411984,0.1311628693575039,0.0612333914374895,1.0952261537402534,0.18900141203918558
2spl1,2,1676984952067.1477,1676984968173.035,0.5367434800990345,0.2871683659251474,0.4829193992677942,0.3417528586382113,0.133362009913628,0.1916261275012334,0.113943195385638,0.0388286608120172,0.7076809487388154,0.8402808013645657
2spl2,2,1676984969997.7676,1676984984446.8074,0.6243576705946652,0.3902906912736379,0.5304007185711123,0.3515240855149716,0.0773252817714723,0.1605588516130721,0.1102433672986744,0.0678910223956259,0.6627519028668922,1.110281506605371
2Item1,2,1676984986521.046,1676985004144.1555,0.4822327356800451,0.2721678773684573,0.483438115265562,0.3013005493889312,0.0438686732830687,0.1740019157818199,0.1262776266801358,0.0607379071116731,0.6232453335282033,0.903310259209424
2Item2,2,1676985006088.2969,1676985020712.943,0.4832060189868934,0.2761953282514136,0.5343850351577447,0.3399288884853634,0.1367834353785529,0.1472318561454892,0.0965715390321368,0.1119831219302108,0.6361122900550913,0.8125091382555618
2Item3,2,1676985022225.292,1676985047466.8586,0.4277679952715504,0.2756220537328387,0.457885551421519,0.2876906807947877,0.0705934575468081,0.1706005973832865,0.1256240178382555,0.0567153286639155,0.6283025963620029,0.9580499895630692
2Item4,2,1676985048767.8345,1676985058980.2744,0.3952945821404555,0.2963034226830839,0.4673145547655631,0.3314592289693976,0.0781118267388113,0.2226947219760057,0.1629414410870008,0.0714205855018853,0.7092850534811187,0.893936257573448
2Item5,2,1676985060113.615,1676985075990.9988,0.2612617918342212,0.1617831782957202,0.3639669671003603,0.2976603050571046,0.059263011792379,0.2711355386131295,0.1924994351603531,0.0656948117138699,0.8178223079651832,0.5435161341539408
2Item6,2,1676985077349.2104,1676985093609.5308,0.643564904765011,0.3710709040880158,0.540274216302179,0.3398866145131088,0.0719295127242652,0.1343347154818901,0.1097395156148788,0.0546081533026261,0.6291001944149932,1.0917490958553304
2Item7,2,1676985094789.7078,1676985115649.2046,0.515353077623473,0.2867931274454247,0.5066275551999136,0.3913537495378394,0.1735257488801974,0.1741300338562316,0.1916259326156693,0.11935833499132972,0.7724683458707896,0.7328232520682547
2Item8,2,1676985117004.6912,1676985130546.154,0.4740278694372095,0.2725550326378044,0.5066160851866409,0.3351387286718429,0.0925401255721425,0.1490311997280304,0.1653021297951247,0.0808854222052406,0.6615240582982584,0.8132603286941558
2Item9,2,1676985131816.083,1676985161356.12,0.4558950237211658,0.2321874988133959,0.4077840762343525,0.3321205067418885,0.1084263088833162,0.2183004218795084,0.159320779239462,0.1066285483583032,0.8144518780841742,0.6991061801367274
2Item10,2,1676985163532.0771,1676985183671.1926,0.4726950426557532,0.2480148685770619,0.4533004898250285,0.2830763840995358,0.0631908244606972,0.156573795133126,0.1206318399807778,0.0475088236753257,0.6244784430054372,0.8761411495557837
3spl1,2,1676985258687.4705,1676985269550.72,0.6440670158270186,0.3651526403459626,0.4556379327885432,0.2365108164813197,-0.0272613992324299,0.1209157907977047,0.1553983704057878,0.0453932283463167,0.5190762214064427,1.5289778831023313
3Item15,2,1676985270758.0256,1676985280945.8606,0.5325584965764781,0.2672948938753937,0.3715992852863752,0.2072454266450482,-0.0788204839272678,0.08369747278743343,0.0758195318843315,0.0595512933841932,0.5577121239222331,1.2897505059698755
3Item2,2,1676985280963.716,1676985299755.5442,0.6009571917156642,0.330881007828746,0.4390376175378966,0.2209945398080456,-0.0431613550665999,0.1058686816178761,0.1320186655684168,0.0701022337616731,0.5033612860951944,1.4972361222867632
3Item5,2,1676985299771.339,1676985314289.708,0.484621238298121,0.303176631518808,0.5121644415455806,0.2524324998501302,0.0264423353872153,0.189920261032846,0.1611513801622751,0.1089894526478088,0.4928739275384949,1.2010205963923215
3Item12,2,1676985314306.563,1676985329734.2627,0.3745671347557415,0.1483155496185805,0.3626685339351059,0.2126501908695942,-0.0588721468035814,0.12212584168134,0.0878160376956733,0.0512973391943579,0.5863486102922973,0.6974625746258258
3Item6,2,1676985329750.6646,1676985345818.1416,0.347784012350777,0.1692909189903263,0.33221241275794977,0.1879617547762319,-0.0327905116812002,0.29661011365865103,0.2259745056551984,0.0731626897158791,0.5685400626031807,0.9006668361436974
3Item8,2,1676985345834.3918,1676985363885.952,0.4441265311118675,0.2722003170476967,0.4005272173972368,0.193492773086274,-0.0741838350518883,0.1579196597950024,0.103751109092072,0.0625003590381134,0.4862243875362037,1.4067725254334371
3Item7,2,1676985363902.442,1676985378640.0825,0.3437979118361999,0.1803189806538791,0.3479577149473948,0.2053023089483721,-0.0576817662722356,0.1766266419656615,0.1052010422257983,0.0484604292462803,0.5900208563543713,0.8783095600703856
3Item9,2,1676985373924.0376,1676985386800.0825,0.28581317615473,0.051995903084319686,0.3415954458218503,0.1806645912960396,-0.0549145381294075,0.1852139183813845,0.1896515163479715,0.0767733451562405,0.5188319521791078,0.2910379834239167
1spl1,3,1678717047986.7087,1678717067781.4358,0.9262197747065016,0.6315131964117574,0.6482388156679079,0.38206992761035535,0.04116890478422733,0.0932072928044347,0.1016986685766074,0.0556939432903344,0.5925468307908547,1.6440867076706214
1spl2,3,1678717059322.1975,1678717080050.8994,0.841283471114157,0.5396758154859006,0.6102311772453705,0.3759662148292068,0.0300545199103333,0.2088351134033409,0.1396076140141376,0.0534291039053922,0.6161045663486856,1.435436999920494
1Item1,3,1678717080080.3274,1678717105285.4023,0.8661364344308995,0.5800944079547767,0.6401531533268002,0.3791315431140738,0.0333710351716867,0.1894878905145985,0.1471206348819565,0.0855944528443559,0.5922513091496496,1.530061052662761
1Item2,3,1678717105304.0933,1678717131907.455,1.0145871951884982,0.6404089458309108,0.6986749427142593,0.2191525100477724,-0.2221656759111572,0.1991941000700565,0.1265708336978042,0.0977976438953236,0.3136687701957565,2.92220675771092
1Item3,3,1678717131924.991,1678717148665.1145,0.7262803517374242,0.451682486935724,0.6749875298428278,0.2306955140452462,-0.2040692048972542,0.2352577542153885,0.1699503787725227,0.0607954118760311,0.34177744602032,1.957916211787004
1Item4,3,1678717148681.053,1678717172746.0425,1.0197040010384577,0.6319877656145685,0.6112440050091934,0.1941284771780346,-0.1952288444927666,0.2059335568114075,0.2051109789444953,0.0862136852478858,0.3175957156015213,3.2555129201110167
1Item5,3,1678717172764.2537,1678717256146.4077,0.9262197747065016,0.5826321061839429,0.6340592375650603,0.2379645293381217,-0.2139474163806122,0.2092528817282394,0.1522763498123677,0.0624980405733401,0.4024780176386648,2.367796728298736
1Item6,3,1678717256164.0188,1678717276395.453,1.0484470485920012,0.685092422402491,0.7643213853269137,0.289226791826849,-0.2256288025746561,0.2421651316571579,0.1227512822723634,0.0755776480729281,0.3784099167958536,2.3687031829770264
1Item7,3,1678717276414.2231,1678717295979.1882,0.7454589138518128,0.4330655949845128,0.6059430711359551,0.229794398037326,-0.2158151847768858,0.2634122235091443,0.1967918919077464,0.065328815950213,0.3792343026656495,1.884578556672078
1Item8,3,1678717295996.0125,1678717325857.9006,1.021275085560719,0.628995571610152,0.6659449318037501,0.2656459332394152,-0.1862829303053808,0.1808460805396907,0.1538312311935139,0.0566515439295857,0.3989007507270878,2.367796728298736
1Item9,3,1678717325873.7417,1678717356919.4666,0.5120064944382097,0.19914060715032672,0.333953871585793,0.2021755189670536,-0.2008571659115381,0.2520345982619001,0.2069891499001615,0.0692577955559725,0.6339622940737796,0.9226456710861589
1Item10,3,1678717356940.653,1678717377312.2246,0.4764918703022472,0.2361828120854154,0.408314269783498,0.2006650640952708,-0.2166063165682457,0.2859135324599819,0.264786826946965,0.0827548017201013,0.4914475906062998,1.1770001577019988
2spl1,3,1678717516402.6316,1678717523632.6775,0.9257524737568028,0.5939211067498866,0.7354192840012017,0.2959900955580499,-0.2139474163806122,0.2310689248741758,0.1394986336249475,0.0494831926591742,0.4024780176386648,2.0065573668271823
2spl2,3,1678717526929.775,1678717537511.622,0.875583913636384,0.495311734473331,0.572960516342215,0.2379645293381217,-0.247517341312585,0.2878780890869298,0.1774088537082006,0.0702046086402135,0.4153244814447064,2.0814519535789597
2Item1,3,1678717543034.7712,1678717553013.045,0.951055435287219,0.5228884707441883,0.5369233014999588,0.2468264941812849,-0.2332641691942819,0.2331929028039287,0.1275688411597076,0.0699748244628986,0.4597053126428781,2.1184454791961924
2Item2,3,1678717554733.8616,1678717564556.3132,0.905415895620896,0.5523296517506807,0.6686332455026693,0.212782172159351,-0.2843968734006006,0.210065826813744,0.1949167537821661,0.0603830480198378,0.3182345083654707,2.595751543212206
2Item3,3,1678717565861.0198,1678717587048.2786,0.909808261031362,0.5603629553019686,0.6340592375650603,0.2434382331147432,-0.2355514969495784,0.2660140056996266,0.2235488719206909,0.0688367300137655,0.3839361035880566,2.301869135888136
2Item4,3,1678717588209.6057,1678717608165.0989,0.9051032863650156,0.5826321061839429,0.6640383079571592,0.2301622860024192,-0.2500965066845539,0.3013381492274211,0.1949996085622716,0.0611626718804655,0.3466099519325747,2.531396938670564
2Item5,3,1678717609368.8577,1678717632538.9836,1.0717585212623182,0.6714867753530027,0.7261884817930805,0.2719038736524749,-0.1889709799189707,0.2687221717124477,0.1522763498123677,0.054957591422952,0.3744260346585213,2.469574141526361
2Item6,3,1678717633683.6997,1678717651670.452,0.830633359013553,0.4964068166335502,0.6114942678039822,0.1983434058135801,-0.3198771319809328,0.2646652174749099,0.2098740693385979,0.0422866803212906,0.3243585692567116,2.502764408009184
2Item7,3,1678717652903.26,1678717703749.6997,0.956324411557588,0.5879684636688419,0.6589351893546329,0.2015551560835104,-0.3216534659822397,0.2208957399722937,0.1861298622821089,0.0739962998770151,0.3058800916079704,2.917159129510081
2Item8,3,1678717704985.536,1678717744974.749,0.9369433055052062,0.5891701451781922,0.666273496107838,0.2075624511338701,-0.3172117451400194,0.2887289464512861,0.2072108359234344,0.0846808164706101,0.3115274018047921,2.838519886230286
2Item9,3,1678717746062.9016,1678717773628.5957,0.8325554872331808,0.51156955529304,0.5993513365513665,0.19580357613507,-0.3150868425485652,0.3121749305597239,0.2525783863227981,0.0770338498701153,0.3266924826792123,2.6126670686553086
2Item10,3,1678717774657.3933,1678717825192.363,0.4869261291578611,0.2253910485605668,0.3791548286279078,0.1576186262454178,-0.2858203897065255,0.2792325861694965,0.2212054628742298,0.0689301036860823,0.4157104547918087,1.4299772427252655
3spl1,3,1678717905911.3303,1678717912371.3765,1.0994479655741871,0.7275287717771849,0.7570573436064533,0.2131299817731199,-0.2355086149885323,0.0966181182175515,0.0811710882858638,0.0425313575091109,0.2915101301797072,3.4135449443788257
3Item15,3,1678717917980.6953,1678717928463.349,0.9846490250459886,0.6146060516010466,0.6600833865930508,0.2588121723477123,-0.2205057015155671,0.19704514749787,0.2229097928656218,0.0945565153131709,0.3920901171040578,2.374718491892753
3Item2,3,1678717928477.217,1678717937409.5437,1.1498784459100877,0.8158400533479533,0.7971579760069446,0.315029969732182,-0.2090246048986841,0.1150055115428971,0.0857870564172362,0.0489699657214656,0.3951913914356137,2.58972203197533
3Item5,3,1678717937428.01,1678717943175.6748,1.1034123178990274,0.6489772181112785,0.712353002207666,0.2673334829775458,-0.2001885663842062,0.1918391102499895,0.0614462023259501,0.0391507132349233,0.3752823138936003,2.427594220084239
3Item12,3,1678717943192.0105,1678717957185.1646,1.1540345854483125,0.7447044999553447,0.7790391046823723,0.3294635609598687,-0.1790790821306358,0.1519723924931718,0.0911099272593198,0.0596896689120788,0.4229101709781265,2.260354674082017
3Item6,3,1678717957202.0566,1678717964282.714,1.1627566870642625,0.7709788784275312,0.8148631414129063,0.3187948791415857,-0.1756059031685506,0.1030233053624761,0.0910372547185067,0.0872177801269093,0.3889008215813382,2.4184167590882724
3Item8,3,1678717964296.3308,1678717973878.6863,1.1795636290822773,0.7974104424128595,0.8078551408514556,0.3251960688878424,-0.1429069497428792,0.1461234806675053,0.1197801406064164,0.0624980405733401,0.4025425505680329,2.4520912726281447
3Item7,3,1678717973895.0745,1678717987184.6775,0.9715938433386164,0.5819516890452455,0.6324676429157191,0.2702185836071164,-0.1754531764917427,0.2195115631461558,0.1447183536169188,0.0571644514842462,0.4272449138447466,2.153633111671448
3Item9,3,1678717987205.2473,1678717993354.4136,0.5506912089704861,0.2567057958921741,0.3651769647847623,0.14206631957330956,-0.2132112735109375,0.2836812682406934,0.2249813122837769,0.10250329200087321,0.3594388394833448,1.9557227884616613
3Item17,3,1678717993371.2314,1678718004040.1296,0.6059241403944836,0.2308606474570893,0.3898939781627183,0.2419079971068341,-0.2446762555383313,0.1487690248254651,0.1420983903123836,0.074135132936639,0.6204455843272252,0.9543324330660056
3Item19,3,1678718004060.5747,1678718007189.7993,0.4942164559211678,0.2236847031558133,0.4152082841879562,0.2033112208430657,-0.317327027770855,0.1377068032185433,0.1849455099726348,0.0384786149826259,0.4896608005803441,1.1002083516505652
3Item11,3,1678718007205.9607,1678718011073.1687,0.8506832960228041,0.4579502676113808,0.6277814658353673,0.2866338486011403,-0.2229989337159079,0.1867845547301564,0.1808718956327718,0.0844183942042834,0.4565822092560926,1.5976838389684835
3Item4,3,1678718011089.482,1678718018524.4106,1.2091872382078668,0.8560072608483044,0.7989978436761863,0.3522312105912785,-0.190342919086764,0.1932239921517678,0.1011040417004968,0.0717650310915877,0.4408412530510269,2.5094881983246364
3Item13,3,1678718018541.2102,1678718025074.343,0.7607154076447963,0.4705061541185143,0.5226798607756662,0.2406839766182755,-0.179843946473655,0.2750912605207452,0.2033869549137282,0.0592524154107668,0.4604806779069242,1.9548711165959187
3Item10,3,1678718025088.9902,1678718029305.1409,0.7982153864104508,0.5144842885609945,0.5316850160407925,0.219548006989122,-0.1898793794806721,0.2092528817282394,0.1342349189446201,0.0313509069908097,0.4129287084747891,2.3433794531620857
3Item14,3,1678718029317.037,1678718033537.3608,0.9469343116232504,0.6156502212704121,0.4374906134465396,0.2199115399956842,-0.2098601107857698,0.06855477115832304,0.0541863526632374,0.054295283449809,0.5026657332444847,2.7995357646192383
3Item3,3,1678718033554.555,1678718036846.9478,1.0292308642412935,0.7563083739751243,0.3623057004915423,0.179253472759204,-0.163105490139801,0.1016583428656874,0.0910981935267167,0.0410143955096707,0.4947575280102128,3.9957430018579814
3Item20,3,1678718035497.0667,1678718038026.9478,1.0755415619233335,0.7619024449812499,0.4890355694333333,0.2073674586341666,-0.2143895473833333,0.1054622672022218,0.03980124656918694,0.025761781292490942,0.424033488759217,3.674165898543331
1spl1,4,1676378844457.505,1676378854231.9578,0.6564450658681533,0.4070538735441389,0.7353412526944837,0.6174082359697666,0.2985450440651909,0.219667376210612,0.1176986754173299,0.1112783968435219,0.8396213781117549,0.6592945312833042
1spl2,4,1676378849971.1802,1676378860469.97,0.6271913316621096,0.3465803781752416,0.6340469846591333,0.4980454186981765,0.159376009578047,0.1196387502391684,0.1270689994574076,0.0610198857761339,0.7855023850731315,0.6958810686004421
1Item1,4,1676378860496.1316,1676378876453.0088,0.7631002553342748,0.4609628596705577,0.7151459280756985,0.4008891888735107,0.0136744611341726,0.14335950773428,0.1081271299178809,0.0588174094729838,0.5605697706371844,1.1498510622495275
1Item2,4,1676378876470.489,1676378900702.9014,0.7198031823443429,0.4028854992668084,0.6313896734316559,0.4240228689641891,0.0568578318787922,0.1914078653874165,0.0866880543542124,0.0739187735353051,0.6735406852565263,0.95015040167759
1Item3,4,1676378900722.838,1676378931124.9211,0.7733989457751965,0.3971245343890695,0.649613318543174,0.4098794339375,0.0959507925548635,0.1812506022456298,0.1171509806019778,0.1241626971444822,0.630959098647635,0.968881338041529
1Item4,4,1676378931148.0027,1676378958266.3494,0.6750194375902862,0.3760219447717146,0.7438499743689929,0.4165157881362594,0.01211747858515,0.2079014720606453,0.1324747356237491,0.0886993841556767,0.559945960191219,0.9027795715842166
